,FID,SHAPE,date,end_,id,latitude,longitude,start,title,total_atte,type,service_area,num_vehicles,av_ratio,dist_to_highway
158,159,"{'x': -13051664.759095924, 'y': 3864838.3488418898, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-23,17:00:00,50657,32.7701767283,-117.245099363,07:00:00,2018 kai elua outrigger canoe iron championships,1300,athletic,1836474.07133632,1653,0.7864488808227466,1827.0616847746853
159,160,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-22,20:30:00,50661,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
160,161,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-21,22:00:00,50738,32.7316611885,-117.151808969,18:00:00,sculpture & cocktails,1040,museum,10761014.059104841,19636,0.052963943776736605,247.08060371706318
161,162,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-21,19:30:00,50051,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
162,163,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-20,20:00:00,50185,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
163,164,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-20,14:00:00,49807,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
164,165,"{'x': -13041191.424770748, 'y': 3859660.842695082, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-19,15:00:00,50699,32.73106,-117.1510158,14:00:00,living with animals: the life of bees,60,museum,2366320.050089847,2494,0.024057738572574178,318.3235635775492
165,166,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-19,19:00:00,50479,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
166,167,"{'x': -13040965.298706112, 'y': 3859743.301813465, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-17,17:00:00,50160,32.7316831239,-117.148984475,12:00:00,tct international art festival (5-day event),110,exhibits,3775929.7641545366,2972,0.0370121130551817,511.23785400035763
167,168,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-17,15:00:00,50561,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
168,169,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-17,14:00:00,49925,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
169,170,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-17,16:30:00,50370,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
170,171,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,18:00:00,50148,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,festival,17633268.38877812,35684,0.007566416321040242,688.500109858989
171,172,"{'x': -13042263.086376667, 'y': 3856951.9206367843, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,16:00:00,50873,32.7105869,-117.1606427,13:00:00,24th annual taste of gaslamp,350,festival,3939308.462713327,14775,0.023688663282571912,1073.768342625186
172,173,"{'x': -13035383.920331907, 'y': 3856103.809227565, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,18:00:00,50869,32.7041762,-117.0988461,10:30:00,cooper family foundation juneteenth celebration,3300,festival,26602507.621838715,23053,0.1431483971717347,329.29092320665654
173,174,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,16:30:00,50369,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
174,175,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,13:00:00,50102,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
175,176,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-16,14:00:00,50000,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
176,177,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-15,20:30:00,50660,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
177,178,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-14,19:30:00,50050,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
178,179,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-13,20:00:00,50184,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
179,180,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-13,14:00:00,49806,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
180,181,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-12,19:00:00,50478,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
181,182,"{'x': -13040759.160056047, 'y': 3861441.799894143, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-10,20:00:00,50868,32.7445173,-117.1471327,11:00:00,st. spyridon church greek festival (3-day event),2700,athletic,10689449.408975804,19188,0.14071294559099437,850.225600335313
182,183,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-10,15:00:00,50560,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
183,184,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-10,16:30:00,50368,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
184,185,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-10,14:00:00,49924,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
185,186,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-10,12:00:00,50871,32.7348786887,-117.213908106,07:30:00,team boomer run to breathe 5k,800,athletic,6750363.171272228,6145,0.13018714401952808,2340.933717508673
186,187,"{'x': -13038765.76193441, 'y': 3861473.034851635, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,22:00:00,50136,32.7447533,-117.1292257,18:00:00,ray at night (2nd saturday each month),540,farmers,21190920.885213513,42977,0.012564860274100101,757.0502075395566
187,188,"{'x': -13042281.676731626, 'y': 3857377.170101241, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,16:00:00,50870,32.7138011,-117.1608097,12:00:00,genius weekend - music & the mind symposium,300,exhibits,5255064.331637493,20648,0.014529252227818675,801.0811568175592
188,189,"{'x': -13050732.362291811, 'y': 3865652.369936952, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,15:00:00,50906,32.7763252,-117.2367235,12:00:00,broken chains ministry,110,festival,3474085.2564360816,2668,0.04122938530734633,2259.9060466167234
189,190,"{'x': -13038689.493055087, 'y': 3861863.4522641995, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,17:00:00,50746,32.7477030995,-117.128540565,11:30:00,hess fest - hess brewing anniversary party,1060,festival,7338789.9285654565,15955,0.06643685365089314,554.3378642496225
190,191,"{'x': -13040759.160056047, 'y': 3861441.799894143, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,22:00:00,50867,32.7445173,-117.1471327,11:00:00,st. spyridon church greek festival (3-day event),2700,festival,8538907.315236377,16016,0.1685814185814186,850.225600335313
191,192,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,13:00:00,50101,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
192,193,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,16:30:00,50367,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
193,194,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,14:00:00,49999,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
194,195,"{'x': -13629131.14853674, 'y': 4559795.510186914, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,12:00:00,50686,37.860909,-122.4325682,08:00:00,gaslamp sessions,250,athletic,1527065.768840173,724,0.3453038674033149,679668.8307540815
195,196,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-09,12:00:00,50615,32.7348786887,-117.213908106,07:00:00,sd legends 5k,3150,athletic,5581433.423696127,4802,0.6559766763848397,2340.933717508673
196,197,"{'x': -13040759.160056047, 'y': 3861441.799894143, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-08,22:00:00,50866,32.7445173,-117.1471327,17:00:00,st. spyridon church greek festival (3-day event),2700,festival,24620838.004301433,48968,0.05513804933834341,850.225600335313
197,198,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-08,20:30:00,50659,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
198,199,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-07,19:30:00,50049,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
199,200,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-06,20:00:00,50183,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
200,201,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-06,14:00:00,49805,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
201,202,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-05,19:00:00,50477,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
202,203,"{'x': -13032841.953006662, 'y': 3897562.366777429, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-03,16:00:00,50736,33.0170129578,-117.076011219,10:00:00,rb alive! expo,35300,festival,26248092.642959803,18268,1.932340705058025,302.7705540026707
203,204,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-03,15:00:00,50559,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
204,205,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-03,16:30:00,50366,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
205,206,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-03,14:00:00,49923,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
206,207,"{'x': -13043539.36433861, 'y': 3858455.1936279316, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-03,16:00:00,49872,32.7219487,-117.1721077,06:00:00,annual rock n roll marathon and half marathon,30300,athletic,6603311.099353607,10841,2.794945115764228,671.6494166273012
207,208,"{'x': -13039109.104639867, 'y': 3862804.0518067707, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,23:30:00,50812,32.7548094,-117.13231,17:00:00,the boulevard street food cinema 2018,840,festival,33871989.86419025,59105,0.014211995601048981,671.728936604829
208,209,"{'x': -13039424.68571147, 'y': 3863871.090303125, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,20:00:00,50862,32.7628702699,-117.135144913,12:00:00,art around adams,1050,festival,11194375.917931154,20505,0.051207022677395755,693.6365057457928
209,210,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,13:00:00,50100,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
210,211,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,16:30:00,50365,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
211,212,"{'x': -13051664.759095924, 'y': 3864838.3488418898, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,17:00:00,50684,32.7701767283,-117.245099363,08:00:00,pumo (paid up members only) otl tournament (june),230,athletic,1935603.4242778907,1671,0.13764213046080193,1827.0616847746853
212,213,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,14:00:00,49998,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
213,214,"{'x': -13042125.695861127, 'y': 3859730.30362796, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-02,10:00:00,50214,32.7315849,-117.1594085,06:30:00,rock n roll san diego 5k,4100,athletic,13553813.795269605,24909,0.1645991408727769,408.5026725808895
214,215,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-06-01,20:30:00,50658,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
215,216,"{'x': -13049670.97547489, 'y': 3860612.5817313828, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-31,19:00:00,50863,32.7382518,-117.2271889,17:00:00,all church neighborhood dinner,330,festival,28370076.178536296,35556,0.009281133985825177,1988.3790907735627
216,217,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-31,19:30:00,50048,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
217,218,"{'x': -13047443.46812266, 'y': 3866369.292148495, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-30,20:00:00,50651,32.7817399117,-117.207178861,17:00:00,firefighter demolition derby pre-rally,380,festival,27149867.7159959,23570,0.01612218922358931,70.576935385888
218,219,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-30,20:00:00,50182,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
219,220,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-30,14:00:00,49804,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
220,221,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-29,19:00:00,50476,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
221,222,"{'x': -13047672.128264183, 'y': 3868254.6230225987, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-29,16:00:00,50626,32.7959777124,-117.20923295,10:15:00,law enforcement torch run for special olympics,300,athletic,8776859.00232144,7369,0.04071108698602253,4.710023656075473
222,223,"{'x': -13036268.587457193, 'y': 3863898.0466046436, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-28,13:00:00,50625,32.7630739,-117.1067932,09:00:00,kensington social & athletic club holiday at home,700,festival,18296762.800370127,26211,0.026706344664453856,214.28607070200275
223,224,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-28,13:00:00,50648,32.7348786887,-117.213908106,07:00:00,eod warrior 5k,1800,athletic,6651962.692895303,6248,0.2880921895006402,2340.933717508673
224,225,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-27,15:00:00,50558,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
225,226,"{'x': -13041114.413947016, 'y': 3859549.5525502996, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-27,19:00:00,50861,32.730219,-117.150324,10:00:00,hpr international cottages ethnic food fair,3350,festival,1714500.6394514546,513,6.530214424951267,386.36385077564705
226,227,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-27,16:30:00,50364,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
227,228,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-27,14:00:00,49922,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
228,229,"{'x': -13041421.199331693, 'y': 3859709.2363709626, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-26,15:00:00,49964,32.7314257,-117.1530799,11:00:00,annual butterfly release,4040,festival,2848395.8952014293,4800,0.8416666666666667,126.46514825408681
229,230,"{'x': -13041124.8668472, 'y': 3859800.982432732, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-26,15:00:00,50685,32.732119,-117.1504179,10:00:00,fiesta botanica,5150,festival,1630084.643493561,451,11.419068736141908,383.88721465808493
230,231,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-26,13:00:00,50099,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
231,232,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-26,16:30:00,50363,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
232,233,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-26,14:00:00,49997,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
233,234,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-24,19:30:00,50047,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
234,235,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-23,20:00:00,50181,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
235,236,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-23,14:00:00,49803,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
236,237,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-22,19:00:00,50475,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
237,238,"{'x': -13040965.298706112, 'y': 3859743.301813465, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,17:00:00,50159,32.7316831239,-117.148984475,12:00:00,tct international art festival (5-day event),110,exhibits,3775929.7641545366,2972,0.0370121130551817,511.23785400035763
238,239,"{'x': -13049932.892982207, 'y': 3858366.4922280377, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,14:00:00,50598,32.7212783313,-117.229541745,10:00:00,108th festa of the holy spirit (parade),5700,parades,9717004.204396214,10418,0.5471299673641774,3736.102876915913
239,240,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,15:00:00,50557,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
240,241,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,14:00:00,49921,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
241,242,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,16:30:00,50362,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
242,243,"{'x': -13047672.128264183, 'y': 3868254.6230225987, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,10:00:00,50432,32.7959777124,-117.20923295,08:00:00,nffc 2nd annual 5k,1100,athletic,20602186.604680993,16217,0.06783005488068077,4.710023656075473
243,244,"{'x': -13042144.53111897, 'y': 3855987.1948706517, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,10:00:00,50532,32.7032947,-117.1595777,08:00:00,navys 32nd bay bridge run,10600,athletic,2501338.0616537374,3907,2.7130790888149474,1145.5037888492297
244,245,"{'x': -13058022.78706335, 'y': 3920722.1237508086, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-20,17:00:00,50537,33.19129,-117.3022145,06:30:00,san diego century bicycle tour,1600,athletic,11105296.240309289,8021,0.19947637451689315,972.6818870726167
245,246,"{'x': -13049932.892982207, 'y': 3858366.4922280377, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,20:30:00,50597,32.7212783313,-117.229541745,18:40:00,108th festa of the holy spirit (procession),1200,parades,20229857.449357156,19143,0.06268609935746748,3736.102876915913
246,247,"{'x': -13050424.791325483, 'y': 3866815.766232937, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,18:00:00,50650,32.7851118383,-117.233960543,15:00:00,take steps san diego crohns & colitis foundation,400,athletic,11574514.858788092,16636,0.024044241404183698,2440.465746068046
247,248,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,18:00:00,50147,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,festival,17633268.38877812,35684,0.007566416321040242,688.500109858989
248,249,"{'x': -13043528.764719337, 'y': 3858483.484048022, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,22:00:00,50612,32.7221625063,-117.172012482,11:00:00,san diego taco fest,2750,festival,10117921.93297452,18528,0.14842400690846286,649.8692777092282
249,250,"{'x': -13042877.878209513, 'y': 3858735.240498533, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,14:00:00,50604,32.724065146,-117.166165469,10:00:00,van go! steam festival and derby,5200,festival,7751374.671641107,15670,0.3318442884492661,90.01103895221534
250,251,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,13:00:00,50098,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
251,252,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,16:30:00,50361,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
252,253,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,14:00:00,49996,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
253,254,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-05-19,12:00:00,50613,32.7348786887,-117.213908106,07:30:00,mito 5k - superhero run,700,athletic,5581433.423696127,4802,0.1457725947521866,2340.933717508673
